Invoice ID,Branch,City,Customer type,Gender,Product Line,Unit Price,Quantity Sold,Sales Before Tax,Tax 5%,Total Sales,Date,Time,Payment Method,Rating,Year,Month Name,Day Name
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,142.25,7.11,149.36,2019-03-21,10:17:00 AM,Credit card,9.1,2019,March,Thursday
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,687.6,34.38,721.98,2019-03-19,3:49:00 PM,Ewallet,7.5,2019,March,Tuesday
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,347.7,17.39,365.09,2019-02-24,1:02:00 PM,Cash,5.2,2019,February,Sunday
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,142.95,7.15,150.1,2019-03-28,12:58:00 PM,Credit card,9.5,2019,March,Thursday
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,385.38,19.27,404.65,2019-02-05,3:26:00 PM,Credit card,8.9,2019,February,Tuesday
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,144.27,7.21,151.48,2019-02-10,6:23:00 PM,Credit card,7.8,2019,February,Sunday
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,391.79,19.59,411.38,2019-03-05,7:06:00 PM,Ewallet,8.9,2019,March,Tuesday
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,538.3,26.92,565.22,2019-02-15,8:21:00 PM,Cash,7.7,2019,February,Friday
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,485.15,24.26,509.41,2019-01-30,4:24:00 PM,Ewallet,9.3,2019,January,Wednesday
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,133.95,6.7,140.65,2019-02-14,3:04:00 PM,Cash,6.2,2019,February,Thursday
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,701.37,35.07,736.44,2019-02-27,4:10:00 PM,Ewallet,7.6,2019,February,Wednesday
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,71.95,3.6,75.55,2019-02-04,12:14:00 PM,Cash,7.3,2019,February,Monday
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,714.0,35.7,749.7,2019-01-20,10:13:00 AM,Cash,4.7,2019,January,Sunday
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,182.14,9.11,191.25,2019-03-28,5:38:00 PM,Cash,5.1,2019,March,Thursday
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,135.0,6.75,141.75,2019-02-27,11:06:00 AM,Credit card,4.8,2019,February,Wednesday
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,993.0,49.65,1042.65,2019-02-15,2:53:00 PM,Credit card,6.6,2019,February,Friday
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,361.83,18.09,379.92,2019-01-26,6:22:00 PM,Cash,5.5,2019,January,Saturday
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,383.11,19.16,402.27,2019-03-14,7:02:00 PM,Credit card,8.5,2019,March,Thursday
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,243.0,12.15,255.15,2019-03-02,2:16:00 PM,Cash,4.8,2019,March,Saturday
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,30.24,1.51,31.75,2019-03-04,3:44:00 PM,Cash,8.4,2019,March,Monday
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,356.56,17.83,374.39,2019-01-07,12:20:00 PM,Credit card,7.8,2019,January,Monday
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,375.5,18.78,394.28,2019-03-08,8:01:00 PM,Credit card,9.3,2019,March,Friday
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,954.4,47.72,1002.12,2019-01-09,1:45:00 PM,Cash,5.2,2019,January,Wednesday
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,82.5,4.13,86.63,2019-03-01,3:40:00 PM,Ewallet,6.5,2019,March,Friday
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,74.97,3.75,78.72,2019-03-16,4:58:00 PM,Cash,5.6,2019,March,Saturday
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,647.68,32.38,680.06,2019-02-17,11:12:00 AM,Credit card,7.4,2019,February,Sunday
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,755.76,37.79,793.55,2019-02-27,3:12:00 PM,Cash,9.1,2019,February,Wednesday
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,199.58,9.98,209.56,2019-03-07,8:37:00 PM,Ewallet,8.0,2019,March,Thursday
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,439.32,21.97,461.29,2019-01-21,5:44:00 PM,Cash,7.2,2019,January,Monday
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,164.96,8.25,173.21,2019-02-19,4:23:00 PM,Cash,7.1,2019,February,Tuesday
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,326.72,16.34,343.06,2019-01-06,12:12:00 PM,Cash,9.1,2019,January,Sunday
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,461.88,23.09,484.97,2019-03-14,7:33:00 PM,Cash,5.6,2019,March,Thursday
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,263.76,13.19,276.95,2019-03-24,10:29:00 AM,Cash,6.0,2019,March,Sunday
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,143.6,7.18,150.78,2019-01-27,2:28:00 PM,Cash,5.4,2019,January,Sunday
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,193.5,9.68,203.18,2019-03-06,12:46:00 PM,Credit card,7.8,2019,March,Wednesday
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,183.82,9.19,193.01,2019-02-02,7:40:00 PM,Cash,9.9,2019,February,Saturday
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,121.92,6.1,128.02,2019-01-25,7:39:00 PM,Credit card,4.9,2019,January,Friday
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,420.66,21.03,441.69,2019-03-14,5:54:00 PM,Ewallet,5.2,2019,March,Thursday
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,252.48,12.62,265.1,2019-01-29,12:25:00 PM,Cash,8.9,2019,January,Tuesday
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,335.45,16.77,352.22,2019-01-03,4:47:00 PM,Credit card,9.1,2019,January,Thursday
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,483.5,24.18,507.68,2019-01-14,12:52:00 PM,Ewallet,7.0,2019,January,Monday
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,318.42,15.92,334.34,2019-01-05,7:50:00 PM,Credit card,9.6,2019,January,Saturday
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,668.43,33.42,701.85,2019-02-22,6:17:00 PM,Ewallet,8.7,2019,February,Friday
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,387.92,19.4,407.32,2019-02-06,5:20:00 PM,Ewallet,9.4,2019,February,Wednesday
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,94.6,4.73,99.33,2019-01-30,1:32:00 PM,Credit card,4.0,2019,January,Wednesday
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,329.32,16.47,345.79,2019-01-11,10:37:00 AM,Credit card,7.5,2019,January,Friday
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,53.22,2.66,55.88,2019-03-19,2:35:00 PM,Cash,4.2,2019,March,Tuesday
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,498.45,24.92,523.37,2019-01-14,12:09:00 PM,Cash,9.9,2019,January,Monday
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,299.56,14.98,314.54,2019-03-01,3:32:00 PM,Ewallet,4.2,2019,March,Friday
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,204.7,10.24,214.94,2019-01-06,1:58:00 PM,Ewallet,9.9,2019,January,Sunday
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,75.82,3.79,79.61,2019-01-31,1:19:00 PM,Cash,5.8,2019,January,Thursday
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,280.62,14.03,294.65,2019-03-11,1:37:00 PM,Cash,6.0,2019,March,Monday
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,323.2,16.16,339.36,2019-02-20,4:49:00 PM,Credit card,10.0,2019,February,Wednesday
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,486.63,24.33,510.96,2019-01-27,2:55:00 PM,Ewallet,9.5,2019,January,Sunday
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,127.54,6.38,133.92,2019-03-10,2:04:00 PM,Credit card,6.6,2019,March,Sunday
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,241.44,12.07,253.51,2019-02-15,12:31:00 PM,Cash,8.1,2019,February,Friday
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,379.5,18.98,398.48,2019-01-26,2:51:00 PM,Cash,9.7,2019,January,Saturday
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,76.82,3.84,80.66,2019-02-13,6:27:00 PM,Ewallet,7.2,2019,February,Wednesday
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,522.6,26.13,548.73,2019-03-09,12:45:00 PM,Credit card,6.2,2019,March,Saturday
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,79.74,3.99,83.73,2019-03-06,10:36:00 AM,Ewallet,7.3,2019,March,Wednesday
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,387.5,19.38,406.88,2019-01-24,8:36:00 PM,Ewallet,4.3,2019,January,Thursday
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,271.35,13.57,284.92,2019-03-13,2:16:00 PM,Ewallet,4.6,2019,March,Wednesday
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,122.31,6.12,128.43,2019-03-15,10:26:00 AM,Cash,5.8,2019,March,Friday
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,246.36,12.32,258.68,2019-03-05,1:30:00 PM,Credit card,8.3,2019,March,Tuesday
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,173.16,8.66,181.82,2019-03-04,4:28:00 PM,Cash,8.0,2019,March,Monday
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,236.58,11.83,248.41,2019-03-25,8:18:00 PM,Credit card,9.4,2019,March,Monday
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,184.88,9.24,194.12,2019-03-12,8:04:00 PM,Credit card,6.2,2019,March,Tuesday
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,13.98,0.7,14.68,2019-02-04,1:38:00 PM,Ewallet,9.8,2019,February,Monday
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,198.75,9.94,208.69,2019-02-22,10:43:00 AM,Ewallet,9.6,2019,February,Friday
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,684.53,34.23,718.76,2019-02-16,5:30:00 PM,Ewallet,4.9,2019,February,Saturday
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,269.04,13.45,282.49,2019-01-19,3:28:00 PM,Credit card,8.0,2019,January,Saturday
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,68.95,3.45,72.4,2019-01-11,7:07:00 PM,Credit card,7.8,2019,January,Friday
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,274.84,13.74,288.58,2019-01-04,7:01:00 PM,Cash,4.1,2019,January,Friday
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,226.12,11.31,237.43,2019-03-04,7:48:00 PM,Ewallet,5.5,2019,March,Monday
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,119.1,5.96,125.06,2019-01-28,7:24:00 PM,Ewallet,5.4,2019,January,Monday
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,342.1,17.11,359.21,2019-01-02,1:00:00 PM,Cash,5.1,2019,January,Wednesday
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,43.74,2.19,45.93,2019-01-25,2:29:00 PM,Ewallet,6.9,2019,January,Friday
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,104.85,5.24,110.09,2019-01-04,1:21:00 PM,Cash,7.8,2019,January,Friday
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,77.52,3.88,81.4,2019-03-10,6:55:00 PM,Ewallet,6.6,2019,March,Sunday
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,407.44,20.37,427.81,2019-03-22,7:36:00 PM,Ewallet,9.2,2019,March,Friday
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,96.11,4.81,100.92,2019-01-25,4:28:00 PM,Ewallet,7.8,2019,January,Friday
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,181.52,9.08,190.6,2019-01-08,1:48:00 PM,Credit card,8.7,2019,January,Tuesday
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,81.51,4.08,85.59,2019-01-22,10:57:00 AM,Ewallet,9.2,2019,January,Tuesday
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,114.44,5.72,120.16,2019-01-12,5:13:00 PM,Ewallet,8.3,2019,January,Saturday
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,176.54,8.83,185.37,2019-02-04,10:23:00 AM,Cash,8.2,2019,February,Monday
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,115.8,5.79,121.59,2019-03-28,1:57:00 PM,Ewallet,7.5,2019,March,Thursday
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,252.15,12.61,264.76,2019-01-23,1:29:00 PM,Cash,9.8,2019,January,Wednesday
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,972.1,48.61,1020.71,2019-02-08,1:00:00 PM,Credit card,8.7,2019,February,Friday
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,203.36,10.17,213.53,2019-03-19,7:42:00 PM,Credit card,6.7,2019,March,Tuesday
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,16.28,0.81,17.09,2019-03-09,3:36:00 PM,Cash,5.0,2019,March,Saturday
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,365.49,18.27,383.76,2019-01-02,1:40:00 PM,Cash,7.0,2019,January,Wednesday
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,372.19,18.61,390.8,2019-01-21,6:01:00 PM,Cash,8.9,2019,January,Monday
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,62.61,3.13,65.74,2019-03-20,1:53:00 PM,Credit card,8.0,2019,March,Wednesday
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,336.35,16.82,353.17,2019-02-27,5:27:00 PM,Cash,6.9,2019,February,Wednesday
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,906.5,45.33,951.83,2019-03-08,10:53:00 AM,Ewallet,7.3,2019,March,Friday
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,138.16,6.91,145.07,2019-01-31,7:48:00 PM,Credit card,6.9,2019,January,Thursday
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,86.54,4.33,90.87,2019-03-08,4:53:00 PM,Ewallet,5.7,2019,March,Friday
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,140.76,7.04,147.8,2019-01-13,7:14:00 PM,Ewallet,6.4,2019,January,Sunday
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,668.78,33.44,702.22,2019-03-09,2:36:00 PM,Credit card,9.6,2019,March,Saturday
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,47.44,2.37,49.81,2019-02-22,6:19:00 PM,Credit card,6.8,2019,February,Friday
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,893.16,44.66,937.82,2019-03-19,7:09:00 PM,Ewallet,9.0,2019,March,Tuesday
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,331.72,16.59,348.31,2019-01-20,4:51:00 PM,Ewallet,9.6,2019,January,Sunday
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,203.94,10.2,214.14,2019-03-08,3:37:00 PM,Credit card,7.7,2019,March,Friday
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,68.16,3.41,71.57,2019-03-08,8:15:00 PM,Ewallet,7.0,2019,March,Friday
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,326.88,16.34,343.22,2019-02-07,2:38:00 PM,Credit card,6.5,2019,February,Thursday
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,87.2,4.36,91.56,2019-01-15,7:25:00 PM,Cash,8.1,2019,January,Tuesday
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,707.44,35.37,742.81,2019-03-22,7:35:00 PM,Credit card,4.3,2019,March,Friday
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,802.89,40.14,843.03,2019-01-15,3:42:00 PM,Credit card,6.5,2019,January,Tuesday
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,12.78,0.64,13.42,2019-01-08,2:11:00 PM,Ewallet,9.5,2019,January,Tuesday
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,133.7,6.69,140.39,2019-01-15,10:43:00 AM,Cash,9.7,2019,January,Tuesday
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,19.15,0.96,20.11,2019-01-28,5:58:00 PM,Credit card,9.5,2019,January,Monday
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,276.6,13.83,290.43,2019-02-14,11:26:00 AM,Credit card,8.9,2019,February,Thursday
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,137.22,6.86,144.08,2019-03-10,5:38:00 PM,Credit card,6.5,2019,March,Sunday
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,27.07,1.35,28.42,2019-01-12,8:07:00 PM,Credit card,5.3,2019,January,Saturday
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,39.12,1.96,41.08,2019-03-26,11:02:00 AM,Credit card,9.6,2019,March,Tuesday
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,448.26,22.41,470.67,2019-01-01,7:07:00 PM,Cash,6.7,2019,January,Tuesday
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,132.06,6.6,138.66,2019-01-02,6:50:00 PM,Cash,7.6,2019,January,Wednesday
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,318.05,15.9,333.95,2019-03-16,12:43:00 PM,Ewallet,4.8,2019,March,Saturday
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,25.0,1.25,26.25,2019-03-03,3:09:00 PM,Ewallet,5.5,2019,March,Sunday
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,83.08,4.15,87.23,2019-01-31,1:47:00 PM,Cash,4.7,2019,January,Thursday
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,147.8,7.39,155.19,2019-02-13,4:59:00 PM,Cash,6.9,2019,February,Wednesday
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,696.6,34.83,731.43,2019-02-15,2:15:00 PM,Credit card,4.5,2019,February,Friday
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,793.9,39.7,833.6,2019-02-07,8:24:00 PM,Cash,6.2,2019,February,Thursday
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,465.7,23.29,488.99,2019-01-27,1:58:00 PM,Cash,7.6,2019,January,Sunday
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,35.89,1.79,37.68,2019-02-23,4:52:00 PM,Credit card,7.9,2019,February,Saturday
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,202.6,10.13,212.73,2019-02-03,3:19:00 PM,Cash,4.5,2019,February,Sunday
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,730.5,36.53,767.03,2019-03-03,12:25:00 PM,Credit card,8.7,2019,March,Sunday
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,295.8,14.79,310.59,2019-02-03,10:02:00 AM,Cash,6.1,2019,February,Sunday
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,22.62,1.13,23.75,2019-03-17,6:58:00 PM,Cash,6.4,2019,March,Sunday
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,256.7,12.84,269.54,2019-03-28,3:31:00 PM,Credit card,9.1,2019,March,Thursday
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,545.5,27.28,572.78,2019-03-02,11:22:00 AM,Credit card,7.1,2019,March,Saturday
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,260.05,13.0,273.05,2019-02-08,1:12:00 PM,Credit card,7.7,2019,February,Friday
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,222.12,11.11,233.23,2019-03-22,6:33:00 PM,Cash,4.5,2019,March,Friday
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,21.58,1.08,22.66,2019-02-09,10:02:00 AM,Ewallet,7.2,2019,February,Saturday
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,98.84,4.94,103.78,2019-02-15,11:21:00 AM,Cash,8.4,2019,February,Friday
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,502.62,25.13,527.75,2019-01-23,12:10:00 PM,Ewallet,5.4,2019,January,Wednesday
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,160.2,8.01,168.21,2019-01-25,11:40:00 AM,Cash,9.7,2019,January,Friday
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,431.3,21.57,452.87,2019-02-02,6:31:00 PM,Credit card,5.5,2019,February,Saturday
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,580.56,29.03,609.59,2019-03-30,5:58:00 PM,Cash,4.6,2019,March,Saturday
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,322.2,16.11,338.31,2019-03-30,5:04:00 PM,Cash,6.6,2019,March,Saturday
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,195.54,9.78,205.32,2019-02-25,8:35:00 PM,Credit card,6.3,2019,February,Monday
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,166.3,8.32,174.62,2019-03-18,4:10:00 PM,Credit card,4.2,2019,March,Monday
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,336.28,16.81,353.09,2019-03-07,4:54:00 PM,Ewallet,4.4,2019,March,Thursday
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,343.7,17.19,360.89,2019-03-16,10:11:00 AM,Ewallet,6.7,2019,March,Saturday
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,38.6,1.93,40.53,2019-01-29,11:26:00 AM,Ewallet,6.7,2019,January,Tuesday
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,527.76,26.39,554.15,2019-02-02,8:29:00 PM,Cash,8.4,2019,February,Saturday
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,328.0,16.4,344.4,2019-02-15,12:12:00 PM,Cash,6.2,2019,February,Friday
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,185.7,9.29,194.99,2019-01-08,1:05:00 PM,Ewallet,5.0,2019,January,Tuesday
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,603.8,30.19,633.99,2019-02-12,4:19:00 PM,Cash,6.0,2019,February,Tuesday
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,369.8,18.49,388.29,2019-01-01,7:48:00 PM,Credit card,7.0,2019,January,Tuesday
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,197.96,9.9,207.86,2019-03-21,3:25:00 PM,Ewallet,6.6,2019,March,Thursday
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,410.9,20.55,431.45,2019-02-28,2:42:00 PM,Cash,7.3,2019,February,Thursday
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,148.6,7.43,156.03,2019-03-23,6:59:00 PM,Ewallet,8.3,2019,March,Saturday
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,22.96,1.15,24.11,2019-01-30,8:47:00 PM,Cash,4.3,2019,January,Wednesday
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,699.12,34.96,734.08,2019-02-04,1:21:00 PM,Ewallet,9.8,2019,February,Monday
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,69.4,3.47,72.87,2019-03-13,7:48:00 PM,Ewallet,8.2,2019,March,Wednesday
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,196.6,9.83,206.43,2019-03-15,6:20:00 PM,Credit card,7.2,2019,March,Friday
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,202.56,10.13,212.69,2019-03-05,8:24:00 PM,Ewallet,8.7,2019,March,Tuesday
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,121.2,6.06,127.26,2019-03-05,1:44:00 PM,Credit card,8.4,2019,March,Tuesday
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,199.78,9.99,209.77,2019-02-26,11:48:00 AM,Ewallet,7.1,2019,February,Tuesday
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,607.36,30.37,637.73,2019-03-20,2:14:00 PM,Cash,5.5,2019,March,Wednesday
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,126.44,6.32,132.76,2019-01-01,3:51:00 PM,Cash,8.5,2019,January,Tuesday
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,541.44,27.07,568.51,2019-01-27,11:17:00 AM,Cash,6.2,2019,January,Sunday
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,98.13,4.91,103.04,2019-01-21,5:36:00 PM,Cash,8.9,2019,January,Monday
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,412.16,20.61,432.77,2019-02-02,3:47:00 PM,Cash,9.6,2019,February,Saturday
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,73.97,3.7,77.67,2019-02-03,3:53:00 PM,Credit card,5.4,2019,February,Sunday
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,31.9,1.6,33.5,2019-01-05,12:40:00 PM,Ewallet,9.1,2019,January,Saturday
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,138.8,6.94,145.74,2019-01-27,7:48:00 PM,Ewallet,9.0,2019,January,Sunday
